epoch	train_loss	train_acc	val_loss	val_acc
1	0.5948996543884277	0.41675421595573425	0.41198742389678955	0.5554903149604797
2	0.444246381521225	0.5473145246505737	0.3479563295841217	0.6196730732917786
3	0.39299115538597107	0.5957136750221252	0.322163462638855	0.6473169326782227
4	0.372724324464798	0.61501145362854	0.3265075981616974	0.6441973447799683
5	0.3599337935447693	0.6270482540130615	0.3045938313007355	0.6657077074050903
6	0.34074848890304565	0.6450051665306091	0.28938746452331543	0.6817695498466492
7	0.32962021231651306	0.655688464641571	0.2824315130710602	0.6874117851257324
8	0.3215867578983307	0.6628116369247437	0.2811594605445862	0.6901537179946899
9	0.3150641918182373	0.6687120795249939	0.2753434479236603	0.6956159472465515
10	0.30755165219306946	0.6761180758476257	0.27187851071357727	0.6994733214378357
11	0.30164197087287903	0.6815810203552246	0.264011412858963	0.7076265811920166
12	0.2956930696964264	0.6872794032096863	0.26679354906082153	0.7039335370063782
13	0.2911079227924347	0.6915889382362366	0.2733738422393799	0.69911128282547
14	0.2870192229747772	0.6955820322036743	0.26790180802345276	0.7032524943351746
15	0.28371694684028625	0.6986081004142761	0.2624944746494293	0.70904940366745
16	0.27746182680130005	0.7047066688537598	0.25699105858802795	0.7162788510322571
17	0.2730879783630371	0.7090861201286316	0.2610918879508972	0.7100690007209778
18	0.2697628438472748	0.7118614912033081	0.25793901085853577	0.7169697284698486
19	0.2677846848964691	0.7139028310775757	0.25071269273757935	0.721592366695404
20	0.2641094923019409	0.717139482498169	0.25707927346229553	0.7149460911750793
21	0.2608630359172821	0.7207393646240234	0.2555549740791321	0.7164745926856995
22	0.25828978419303894	0.7228638529777527	0.25605303049087524	0.7169110178947449
23	0.2565336525440216	0.7243198752403259	0.25527122616767883	0.7180089354515076
24	0.25489822030067444	0.7260421514511108	0.30040353536605835	0.6765832304954529
25	0.25664523243904114	0.7246135473251343	0.25574830174446106	0.7179012894630432
26	0.24938708543777466	0.7316725254058838	0.26104307174682617	0.7135037183761597
27	0.24734699726104736	0.7333541512489319	0.2556481957435608	0.7186019420623779
28	0.24588727951049805	0.7346440553665161	0.2567901313304901	0.7156467437744141
29	0.24407115578651428	0.736483633518219	0.2587069869041443	0.7154001593589783
30	0.24384643137454987	0.7367603182792664	0.2535446882247925	0.7214084267616272
31	0.24123308062553406	0.7387875914573669	0.2634791135787964	0.7116053700447083
32	0.23937030136585236	0.7410401105880737	0.25785788893699646	0.7155782580375671
33	0.2383245825767517	0.7416864633560181	0.26187020540237427	0.7148776054382324
34	0.2364901900291443	0.7434487342834473	0.2557501196861267	0.719112753868103
35	0.2358485609292984	0.744314432144165	0.26278847455978394	0.7119184732437134
36	0.23388315737247467	0.7462285161018372	0.25786492228507996	0.7188407182693481
37	0.23287595808506012	0.7468997836112976	0.2627600133419037	0.7139538526535034
38	0.2314407080411911	0.7487779259681702	0.2727908790111542	0.7030665874481201
39	0.2305794358253479	0.7492647171020508	0.2586081922054291	0.7177290916442871
40	0.22950921952724457	0.750666081905365	0.2562263011932373	0.7200462818145752
41	0.22844699025154114	0.7510092854499817	0.25959429144859314	0.7161731719970703
42	0.22786234319210052	0.751731276512146	0.26399779319763184	0.7134547829627991
43	0.22593070566654205	0.7535709142684937	0.2611342966556549	0.7144567966461182
44	0.22519607841968536	0.7544047832489014	0.25943228602409363	0.7164921760559082
45	0.2243393510580063	0.7552610635757446	0.2660558223724365	0.7117481827735901
46	0.22379213571548462	0.7554112076759338	0.27218466997146606	0.7069866061210632
47	0.2224453091621399	0.757086455821991	0.2643558382987976	0.7132219076156616
48	0.22178542613983154	0.7576736807823181	0.2694581151008606	0.7093879580497742
49	0.22051934897899628	0.7592406868934631	0.2711855471134186	0.7069024443626404
50	0.22004584968090057	0.759171187877655	0.2752666771411896	0.7047750949859619
