epoch	train_loss	train_acc	val_loss	val_acc
1	0.5968127250671387	0.41326025128364563	0.4104096293449402	0.558343768119812
2	0.44075456261634827	0.5507580637931824	0.34457680583000183	0.6250824332237244
3	0.39128074049949646	0.5972981452941895	0.31911325454711914	0.6474049687385559
4	0.36354243755340576	0.6233340501785278	0.30755048990249634	0.6633024215698242
5	0.34611761569976807	0.6393861174583435	0.2933565080165863	0.6789610981941223
6	0.3320491909980774	0.6528680920600891	0.2878902554512024	0.6821746230125427
7	0.32140418887138367	0.6632550358772278	0.27800697088241577	0.6930658221244812
8	0.31171563267707825	0.6723751425743103	0.27632835507392883	0.6942988038063049
9	0.3043168783187866	0.6794830560684204	0.2725538909435272	0.6989116668701172
10	0.29698726534843445	0.6861495971679688	0.27397364377975464	0.6998569369316101
11	0.29023826122283936	0.6925732493400574	0.2693729102611542	0.7000839710235596
12	0.28550973534584045	0.6969642639160156	0.26143762469291687	0.708986759185791
13	0.2800595462322235	0.7023540139198303	0.2606590688228607	0.7100944519042969
14	0.2767226994037628	0.7053987383842468	0.25616738200187683	0.715605616569519
15	0.27185189723968506	0.7099531292915344	0.2673987150192261	0.7024579048156738
16	0.2697097957134247	0.7124418616294861	0.26057156920433044	0.7121905088424683
17	0.26557254791259766	0.7158837914466858	0.26030588150024414	0.7125917077064514
18	0.2622668445110321	0.7188963890075684	0.26092272996902466	0.7120965719223022
19	0.25971174240112305	0.7215291261672974	0.25344139337539673	0.7187800407409668
20	0.25645995140075684	0.7243065237998962	0.2600967288017273	0.7122511863708496
21	0.2544076144695282	0.7263110876083374	0.26132169365882874	0.7142395973205566
22	0.2514423727989197	0.7292178273200989	0.257638156414032	0.7155508399009705
23	0.25008606910705566	0.7304852604866028	0.2619510889053345	0.7104232311248779
24	0.24729037284851074	0.7332180738449097	0.2610863745212555	0.7148932218551636
25	0.24602805078029633	0.7345962524414062	0.26405254006385803	0.7117443084716797
26	0.24396692216396332	0.7362081408500671	0.2676782011985779	0.7086716890335083
27	0.24224932491779327	0.7380897998809814	0.2639898955821991	0.7110632061958313
28	0.2400479018688202	0.7402266263961792	0.26608484983444214	0.7094975709915161
29	0.23988237977027893	0.7403796911239624	0.260255366563797	0.7166095972061157
30	0.2374836653470993	0.7422550320625305	0.2685352861881256	0.7066832780838013
31	0.23581695556640625	0.7440361380577087	0.2637735605239868	0.7116581797599792
32	0.23465634882450104	0.7451354265213013	0.268413782119751	0.7075483202934265
33	0.23337174952030182	0.7464513778686523	0.27461758255958557	0.7028415203094482
34	0.23213215172290802	0.7475005388259888	0.26602137088775635	0.711022138595581
35	0.2309606671333313	0.7485512495040894	0.26768404245376587	0.710057258605957
36	0.2305433452129364	0.7488204836845398	0.2738543152809143	0.7029647827148438
37	0.22826701402664185	0.7512491941452026	0.2703881561756134	0.7073760628700256
38	0.22729571163654327	0.7523000836372375	0.26855504512786865	0.7095699906349182
39	0.226337730884552	0.7528703212738037	0.27072420716285706	0.7076990008354187
40	0.2252112179994583	0.7538664937019348	0.2708912491798401	0.708360493183136
41	0.22413817048072815	0.7554603219032288	0.26815134286880493	0.7110064625740051
42	0.22329600155353546	0.7557088732719421	0.2723212242126465	0.7070844769477844
43	0.2227785289287567	0.7563220858573914	0.27645763754844666	0.7030176520347595
44	0.22190514206886292	0.7570917010307312	0.2761772871017456	0.704450249671936
45	0.22053824365139008	0.7586570978164673	0.284732460975647	0.6967588663101196
46	0.21977931261062622	0.7591163516044617	0.2805255949497223	0.6982716917991638
47	0.21893645823001862	0.7600741386413574	0.26933571696281433	0.7085777521133423
48	0.2183372527360916	0.7609827518463135	0.27432143688201904	0.7069141864776611
49	0.2171134650707245	0.7617772221565247	0.27440914511680603	0.7074719667434692
50	0.21681970357894897	0.7620440721511841	0.2790975868701935	0.70087069272995
