epoch	train_loss	train_acc	val_loss	val_acc
1	0.5940724611282349	0.41642871499061584	0.4154362082481384	0.5539970397949219
2	0.44117406010627747	0.5505211353302002	0.35633477568626404	0.6115217804908752
3	0.3910420835018158	0.5970186591148376	0.3245003819465637	0.6434379816055298
4	0.36354565620422363	0.6235912442207336	0.30081772804260254	0.6671148538589478
5	0.34525689482688904	0.6406843662261963	0.2970806658267975	0.6724792122840881
6	0.3322021961212158	0.6533160209655762	0.2905343472957611	0.6782154440879822
7	0.3223762810230255	0.6626003384590149	0.27770131826400757	0.6938663125038147
8	0.311920166015625	0.6722694039344788	0.27128127217292786	0.6994146108627319
9	0.3048522174358368	0.6791771650314331	0.2712774872779846	0.6975534558296204
10	0.29765012860298157	0.6859368681907654	0.26437482237815857	0.7065306305885315
11	0.29124587774276733	0.6916400790214539	0.266999751329422	0.70572429895401
12	0.28671351075172424	0.6960104703903198	0.25703558325767517	0.7134117484092712
13	0.2819370627403259	0.7006934881210327	0.25862714648246765	0.7113646268844604
14	0.27856382727622986	0.7034628391265869	0.2547813653945923	0.7163923978805542
15	0.27350327372550964	0.7086855173110962	0.25867199897766113	0.7128832936286926
16	0.270534873008728	0.7115535736083984	0.2570064663887024	0.7145272493362427
17	0.26696112751960754	0.7146846652030945	0.24730515480041504	0.7235925197601318
18	0.2636905908584595	0.717624843120575	0.2573450803756714	0.7148169279098511
19	0.26060938835144043	0.7208586931228638	0.25007379055023193	0.7216354012489319
20	0.2585372030735016	0.7228638529777527	0.2503170669078827	0.7211089730262756
21	0.25569242238998413	0.7254210114479065	0.2532649040222168	0.7184630036354065
22	0.25329679250717163	0.7275408506393433	0.24652986228466034	0.7241189479827881
23	0.25211769342422485	0.7289166450500488	0.24985314905643463	0.7221912145614624
24	0.24902398884296417	0.7320669293403625	0.2515598237514496	0.7218037247657776
25	0.24733829498291016	0.7335444688796997	0.2516922354698181	0.7224613428115845
26	0.24567082524299622	0.7350063920021057	0.2506168782711029	0.7227509617805481
27	0.24353322386741638	0.7368711829185486	0.24677203595638275	0.7269332408905029
28	0.24187743663787842	0.7382084131240845	0.2569233775138855	0.719666600227356
29	0.24011768400669098	0.7397399544715881	0.2554067075252533	0.7198094725608826
30	0.2383710741996765	0.7418248653411865	0.24991188943386078	0.7226980924606323
31	0.23720285296440125	0.7427845001220703	0.25166356563568115	0.7221207618713379
32	0.23599359393119812	0.7438801527023315	0.24865850806236267	0.7252991199493408
33	0.23441877961158752	0.7453672289848328	0.25090423226356506	0.724269688129425
34	0.23291483521461487	0.7466633915901184	0.2499559223651886	0.7240681052207947
35	0.231917604804039	0.7477455139160156	0.2586873769760132	0.7170186638832092
36	0.23166535794734955	0.7480361461639404	0.25798577070236206	0.715605616569519
37	0.22940921783447266	0.7502109408378601	0.2617131173610687	0.7128989696502686
38	0.2289552539587021	0.7505195736885071	0.2607667148113251	0.71546471118927
39	0.2275814265012741	0.7517600655555725	0.2583759129047394	0.7178562879562378
40	0.22654250264167786	0.7527552247047424	0.2563999593257904	0.7184668779373169
41	0.22563406825065613	0.7541440725326538	0.25570130348205566	0.7189483642578125
42	0.22425848245620728	0.7547615170478821	0.25558236241340637	0.7210717797279358
43	0.2230430245399475	0.7563087344169617	0.2580212652683258	0.717750608921051
44	0.22317367792129517	0.7560392022132874	0.2602693736553192	0.7165939807891846
45	0.22205857932567596	0.7573604583740234	0.257506787776947	0.7201245427131653
46	0.22133365273475647	0.7579516768455505	0.2636735737323761	0.7147132158279419
47	0.22039489448070526	0.758751392364502	0.2630760967731476	0.7145468592643738
48	0.21896277368068695	0.7602550387382507	0.2587660551071167	0.7187291383743286
49	0.21860550343990326	0.7605130076408386	0.2614668607711792	0.7154725193977356
50	0.21877586841583252	0.7599446773529053	0.2610081136226654	0.7182770371437073
